id,title,body,category,priority
1474,Supporto per controllare la busta paga di questo mese,"Ciao a tutti, è necessario controllare la busta pgaa di questo mese. Vi invio questa mail per un aggiornamento.",Amministrazione,Bassa
1475,CRITICO: serve licenza del software di vendita con massima urgenza,"Team, siamo fermi. È importante poter rinnovare la licenza del software di vendita per continuare a lavorare. Resto a disposizione per ulteriori chiarimenti. va gestito appena possibile non blocca il lavoro ma preferirei una verifica rapida.",Commerciale,Media
1476,Allarme: correggere l'anagrafica cliente errata a sistema,"Buonasera, è assolutamente critica correggere l'anagrafica cliente errata a sistema il prima possibile. Vi ringrazio per la collaborazione. non possiamo chiudere la pratica. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Alta
1477,Richiesta: richiesta di anticipo spese del dipendente,"Buonasera, ci sarebbe da approvare la richiesta di anticipo spese del dipendente per favore. Spero di ricevere presto notizie da voi. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Alta
1478,Supporto per registro dei cespiti,"Scusate il disturbo, avrei una richiesta: mi serve aggiornare il registro dei cespiti. Grazie per il vostro supporto continuo.",Commerciale,Bassa
1479,Problema disastrosa: forecast aggiornato,"Scusate il disturbo, è un'emergenza, dobbiamo inviare il forecast aggiornato ora. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Alta
1480,Emergenza: fattura del fornitore estero il prima possibile,"Ciao a tutti, è assolutamente improrogabile registrare la fattura del fornitore estero il prima possibile. Scrivo per segnalare quanto segue. non riusciamo a lavorare.",Amministrazione,Alta
1481,Emergenza: forecast aggiornato al team di vendita il prima possibile,"vi prego di inviare il forecast aggiornato al team di vendita immediatamente, la situazione è seria. vi invio questa mail per un aggiornamento. non blocca il lavoro ma preferirei una verifica rapida.",Commerciale,Alta
1482,Necessità di toner della stampante,"Scusate il disturbo, mi serve una mano per sostituire il toner della stampante. Fatemi sapere se avete bisogno di altro.",Tecnico,Bassa
1483,Allarme: target di fatturato per il prossimo anno,"Ciao, è una situazione vitale, per favore fate in modo di verificare il target di fatturato per il prossimo anno con urgenza. Vi ringrazio per la collaborazione. non riusciamo a lavorare.",Commerciale,Alta
1484,Emergenza: inserire il nuovo lead nel CRM il prima possibile,"Team, è assolutamente essenziale inserire il nuovo lead nel CRM il prima possibile. Resto a disposizione per ulteriori informazioni. va gestito appena possibile.",Commerciale,Media
1485,Richiesta: contabilizzare le fatture stere,"Ciao, vorrei sapere come contabilizzare le fatture estere. Resto a disposizione per ulteriori informazioni. ci crea ritardo operativo.",Amministrazione,Media
1486,Supporto per firmare il contratto con il nuovo cliente chiave,"Team, è necessario firmare il contratto con il nuovo cliente chiave. Potete farmi sapere le tempistiche? serve un riscontro in giornata.",Commerciale,Media
1487,Blocco operativo: risolvere il crash del gestionale CRM nell'inserimento lead,"Salve, è assolutamente significativa risolvere il crash del gestionale CRM nell'inserimento lead il prima possibile. Grazie per il vostro supporto continuo. serve un riscontro in giornata.",Tecnico,Media
1488,Richiesta: forzare il CRM a salvare i dati della campagna di marketing,"Gentile supporto, ci sarebbe da forzare il CRM a salvare i dati della campagna di marketing per favore. Vi invio questa mail per un aggiornamento. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Bassa
1489,Problema critica: nuovo access point Wi-Fi,"Il cliente si lamenta, è critica riuscire a configurare il nuovo access point Wi-Fi entro oggi. Scrivo per segnalare quanto segue. non riusciamo a lavorare.",Tecnico,Alta
1490,Assistenza per forzare il CRM a salvare i dati della campagna di marketing,"Salve, potete aiutarmi a forzare il CRM a salvare i dati della campagna di marketing? Scrivo per segnalare quanto segue.",Commerciale,Bassa
1491,Supporto per verificare se la fattura insoluta blocca l'ordine del cliente VIP,"Buongiorno, vi contatto per verificare se la fattura insoluta blocca l'ordine del cliente VIP. Resto in attesa di una vostra risposta.",Commerciale,Bassa
1492,Blocco totale: riavviare il server principale,"Buonasera, il cliente i lamenta, è catastrofica riuscire a riavviare il server principale entro oggi. Resto in attesa di una vostra risposta.",Tecnico,Alta
1493,Situazione prioritaria: scadenza del DURC,"Gentile supporto, siamo fermi. È prioritaria poter veirficare la scadenza del DURC per continuare a lavorare. Fatemi sapere se avete bisogno di altro. serve un riscontro in giornata.",Amministrazione,Media
1494,Situazione paralizzante: software di backup,"Ciao a tutti, vi prego di aggiornare il software di backup immediatamente, la situazione è paralizzante. Scrivo per segnalare quanto segue. la produzione e' ferma.",Tecnico,Alta
1495,Blocco totale: allineare le provvigioni dei venditori sul foglio Excel,"Salve, la situazione è improrogabile, vi chiedo di allineare le provvigioni dei venditori sul foglio Excel immediatamente. Resto a disposizione per ulteriori informazioni.",Amministrazione,Alta
1496,Allarme: riparare il PC dell'ufficio pagamenti che non si avvia,"Team, siamo fermi. È necessaria poter riparare il PC dell'ufficio pagamenti che non si avvia per continuare a lavorare. Grazie per la vostra attenzione. rischiamo di andare fuori tempo.",Tecnico,Media
1497,Blocco totale: verificare perché il software di tesoreria non quadra con i pagamenti POS,"Scusate il disturbo, siamo fermi. È necessaria poter verificare perché il software di tesoreria non quadra con i pagamenti POS per continuare a lavorare. Vi ringrazio per la collaborazione. sta rallentando il lavoro.",Amministrazione,Media
1498,Necessità di rinegoziare i termini di pagamento bloccati dall'amministrazione,"Gentile supporto, è necessario rinegoziare i termini i pagamento bloccati dall'amministrazione. Grazie in anticipo per l'aiuto.",Commerciale,Bassa
1499,Task: allineare le provvigioni dei venditori sul foglio Excel,"Salve, come posso procedere per allineare le provvigioni dei venditori sul foglio Excel? Fatemi sapere se avete bisogno di altro. non blocca il lavoro ma preferirei una verifica rapida.",Amministrazione,Bassa
1500,Allarme: licenza del software di vendita,"Gentile supporto, è assolutamente urgente rinnovare la licenza del software di vendita il prima possibile. Fatemi sapere se avete bisogno di altro.",Commerciale,Alta
1501,Blocco operativo: inserire il nuovo lead qualificato nel CRM,"Ciao a tutti, è un'emergenza, dobbiamo inserire il nuovo lead qualificato nel CRM ora. Spero si possa risolvere in fretta.",Commerciale,Bassa
1502,CRITICO: registro dei beni ammortizzabili,"Gentile supporto, il cliente si lamenta, è seria riuscire a aggiornare il registro dei beni ammortizzabili entro oggi. Fatemi sapere se avete bisogno di altro.",Amministrazione,Alta
1503,Blocco operativo: toner dela stampante,"Salve, è un'emergenza, dobbiamo sostituire il toner della stampante ora. Resto a disposizione per ulteriori informazioni.",Tecnico,Bassa
1504,Necessità di monitor guasto alla postazione 4,"Salve, avrei bisogno di sostituire il monitor guasto alla postazione 4 quando avete un attimo. Resto in attesa di una vostra risposta.",Tecnico,Bassa
1505,Richiesta: connessione al server di autenticazione,"Scusate il disturbo, è necessario ripristinare la connessione al server di autenticazione. Vi prego di darci priorità se possibile. sta rallentando il lavoro.",Tecnico,Alta
1506,Situazione prioritaria: calcolare le provvigioni di fine trimestre,"SALVE, È ASSOLUTAMENTE PRIORITARIA CALCOLARE LE PROVVIGIONI DI FINE TRIMESTRE IL PRIMA POSSIBILE. VI PREGO DI DARCI PRIORITÀ SE POSSIBILE.",Commerciale,Media
1507,Task: registrare l'incasso del contratto chuso ieri sul portale,"Team, mi serve una mano per registrare l'incasso del contratto chiuso ieri sul portale. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
1508,Blocco totale: software di monitoraggio,"Ciao, siamo fermi. È fondamentale poter installare il software di monitoraggio per continuare a lavorare. Fatemi sapere se avete bisogno di altro. sta rallentando il lavoro.",Commerciale,Media
1509,Task: tastiera guasta alla postazione 2,"Salve, ho bisogno di supporto per sostituire la tastiera guasta alla postazione 2. Grazie per il vostro supporto continuo.",Tecnico,Bassa
1510,Assistenza per autorizzare la nota spese del trasfertista,"CIAO, AVREI BISOGNO DI AUTORIZZARE LA NOTA SPESE DEL TRASFERTISTA QUANDO AVETE UN ATTIMO. RESTO A DISPOSIZIONE PER ULTERIORI CHIARIMENTI. CI CREA RITARDO OPERATIVO.",Amministrazione,Media
1511,CRITICO: regolarità fiscale dell'azienda,"BUONGIORNO, È UN'EMERGENZA, DOBBIAMO VERIFICARE LA REGOLARITÀ FISCALE DELL'AZIENDA ORA. RESTO IN ATTESA DI UNA VOSTRA RISPOSTA.",Amministrazione,Bassa
1512,URGENTE: STORNARE LA FATTURA DEL CLIENTE VIP DAL GESTIONALE,"Buonasera, è assolutamente importante stornare la fattura del cliente VIP dal gestionale il prima possibile. In allegato trovate i dettagli. ci crea ritardo operativo.",Amministrazione,Alta
1513,Domanda: come verificare i log di sistema per errori critici?,È necessario verificare i log di sistema per errori critici. Resto a disposizione per ulteriori chiarimenti. non e' un'urgenza reale ma vorrei tenerlo alto inc oda.,Tecnico,Bassa
1514,Allarme: mandato di incasso,"Ciao a tutti, situazione critica: dobbiamo emettere il mandato di incasso subito. Grazie per il vostro supporto continuo.",Amministrazione,Media
1515,Assistenza per regolarità fiscale dell'azienda,"Buongiorno, ho bisogno di supporto per verificare la regolarità fiscale dell'azienda. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Bassa
1516,Info su come inserire il nuovo contatto qualificato nel CRM,"Buonasera, avrei bisogno di inserire il nuovo contatto qualificato nel CRM quando avete un attimo. In allegato trovate i dettagli.",Commerciale,Bassa
1517,Domanda: come contabilizzare i rimborsi per i disservizi di rete?,"CIAO A TUTTI, AVREI BISOGNO DI CONTABILIZZARE I RIMBORSI PER I DISSERVIZI DI RETE QUANDO AVETE UN ATTIMO. RESTO IN ATTESA DI UNA VOSTRA RISPOSTA.",Amministrazione,Media
1518,URGENTE: richiesta di anticipo spese del dipendente,"Per favore, è assolutamente significativa approvare la richiesta di anticipo spese del dipendente il prima possibile. Vi prego di darci priorità se possibile. impatta il flusso del team.",Amministrazione,Alta
1519,Richiesta: fornire il riepilogo del bilancio,"Salve, avrei una richiesta: mi serve fornire il riepilogo del bilancio. Attendo un vostro riscontro.",Amministrazione,Bassa
1520,Problema significativa: riavviare il server principale,"Scusate il disturbo, ticket escalato: serve riavviare il server principale con massima urgenza. È una questione significativa. Resto in attesa di una vostra risposta. impatta il flusso del team.",Tecnico,Media
1521,Domanda: come registrare l'incasso del contratto chiuso ieri sul portale?,"Buongiorno, avrei una richiesta: mi serve registrare l'incasso del contratto chiuso ieri sul portale. Grazie in anticipo per l'aiuto.",Amministrazione,Alta
1522,BLOCCO OPERATIVO: NUOVA CAMPAGNA DI MARKETING,"Salve, il cliente si lamenta, è vitale riuscire a pianificare la nuova campagna di marketing entro oggi. Spero si possa risolvere in fretta. serve entro oggi.",Commerciale,Alta
1523,Problema critica: trattativa in corso su Zoho CRM,"Buongiorno, è un blocco totale, serve chiudere la trattativa in corso su Zoho CRM immediatamente. Fatemi sapere se avete bisogno di altro. l'ordine non parte.",Commerciale,Alta
1524,Task: login sull'applicativo,"Buonasera, vorrei chiedervi di risolvere l'errore di login sull'applicativo. Scrivo per segnalare quanto segue.",Tecnico,Alta
1525,Problema paralizzante: software antivirus,"Team, situazione critica: dobbiamo aggiornare il software antivirus subito. Vi auguro una buona giornata. il pagamento risulta bloccato.",Tecnico,Alta
1526,Necessitàd i TFR da liquidare,"Scusate il disturbo, potete darmi indicazioni su come calcolare il TFR da liquidare? Fatemi sapere se avete bisogno di altro. serve un riscontro in giornata.",Amministrazione,Media
1527,Emergneza: calcolare l'IVA da versare il prima possibile,"Salve, situazione critica: dobbiamo calcolare l'IVA da versare subito. Spero di ricevere presto notizie da voi. ci crea ritardo operativo.",Amministrazione,Alta
1528,Info su come quadratura contabile del mese,"Buongiorno, avrei bisogno di verificare la quadratura contabile del mese quando avete un attimo. Potete farmi sapere le tempistiche?",Amministrazione,Bassa
1529,Blocco totale: mouse guasto alla opstazione 5,"Buonasera, è assolutamente prioritaria sostituire il mouse guasto alla postazione 5 il prima possibile. In allegato trovate i dettagli.",Tecnico,Media
1530,Blocco totale: firmare il contratto con il nuovo cliente,"Team, è un blocco totale, serve firmare il contratto con il nuovo cliente immediatamente. Attendo un vostro riscontro. il pagamento risulta bloccato.",Commerciale,Alta
1531,Emergenza: contabilizzare le fatture estere il prima possibile,"Team, ticket escalato: serve contabilizzare le fatture estere con massima urgenza. È una questione paralizzante. Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Alta
1532,Supporto per mandato di incasso,"Team, come posso procedere per emettere il mandato di incasso? Resto a disposizione per ulteriori informazioni.",Amministrazione,Bassa
1533,Task: liquidare i rimborsi arretrati,"Ciao a tutti, avrei una richiesta: mi serve liquidare i rimborsi arretrati. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
1534,Task: connessione al server di autenticazione,"Per favore, potete darmi indicazioni su come ripristinare la connessione al server di autenticazione? Vi invio questa mail per un aggiornamento. serve un riscontro in giornata.",Tecnico,Media
1535,CRITICO: serve riavviare il server principale con massima urgenza,"GENTILE SUPPORTO, È UNA SITUAZIONE ESSENZIALE, PER FAVORE FATE IN MODO DI RIAVVIARE IL SERVER PRINCIPALE CON URGENZA. VI INVIO QUESTA MAIL PER UN AGGIORNAMENTO. RISCHIAMO DI ANDARE FUORI TEMPO.",Tecnico,Media
1536,Task: disdire l'abbonamento come richiesto dal cliente importante,"BUONASERA, APRO QUESTO TICKET PERCHÉ DEVO DISDIRE L'ABBONAMENTO COME RICHIESTO DAL CLIENTE IMPORTANTE. VI INVIO QUESTA MAIL PER UN AGGIORNAMENTO. SERVE UN RISCONTRO IN GIORNATA.",Commerciale,Media
1537,Richiesta: rinegoziare i termini di pagamento bloccati dall'amministrazione,"Salve, potete darmi indicazioni su come rinegoziare i termini di pagamento bloccati dall'amministrazione? Attendo un vostro riscontro. va gestito appena possibile.",Commerciale,Media
1538,Assistenza per sollecitare il pagamento del cliente insoluto,"Buongiorno, vorrei sapere come sollecitare il pagamento del cliente insoluto. Attendo un vostro riscontro.",Amministrazione,Bassa
1539,Task: modello F24 al commercialista,"Ciao, vi scrivo per chiedere di inviare il modello F24 al commercialista. Attendo un vostro riscontro.",Amministrazione,Alta
1540,Situazione rilevante: calcolare le provvigioni di fine anno per il top seller,"Buongiorno, è un'emergenza, dobbiamo calcolare le provvigioni di fine anno per il top seller ora. Resto a disposizione per ulteriori informazioni.",Amministrazione,Media
1541,Info su come allineare il budget IT con le fatture dei fornitori cloud,"Team, potete darmi indicazioni su come allinear il budget IT con le fatture dei fornitori cloud? Fatemi sapere se avete bisogno di altro. ci crea ritardo operativo.",Amministrazione,Media
1542,Domanda: come software antivirus?,"Team, avrei bisogno di aggiornare il software antivirus quando avete un attimo. Spero si possa risolvere in fretta.!!!",Tecnico,Bassa
1543,Necessità di confermare la vendita nonostante il disservizio del portale,"Team, apro questo ticket perché devo confermare la vendita nonostante il disservizio del portale. In allegato trovate i dettagli. ci crea ritardo operativo.",Commerciale,Media
1544,Assistenza per egistro dei cespiti,"Salve, potete darmi indicazioni su come aggiornare il registro dei cespiti? Scrivo per segnalare quanto segue.",Amministrazione,Bassa
1545,Allarme: transazione in sospeso,"Buongiorno, siamo fermi. È essenziale poter sbloccare la transazionein sospeso per continuare a lavorare. Per qualsiasi domanda, non esitate a contattarmi. rischiamo di andare fuori tempo.",Amministrazione,Media
1546,Richiesta: licenza del software di analisi dei dati commerciali,"Buongiorno, ho bisogno di supporto per rinnovare la licenza del software di analisi dei dati commerciali. Vi ringrazio per la collaborazione.",Commerciale,Bassa
1547,URGENTE: nuova stampante multifunzione,"Salve, siamo fermi. È vitale poter mappare la nuova stampante multifunzione per continuare a lavorare. Vi invio questa mail per un aggiornamento. il reparto e' bloccato.",Commerciale,Alta
1548,Allarme: registro dei beni ammortizzabili,"ciao a tutti, ticket escalato: serve aggiornare il registro dei beni ammortizzabili con massima urgenza. è una questione catastrofica. in allegato trovate i dettagli. il reparto e' bloccato.",Amministrazione,Alta
1549,Richiesta: verificare i log di sistema per errori di sicurezza,"Gentile supporto, avrei bisogno di verificare i log di sistema per errori di sicurezza quando avete un attimo. Grazie in anticipo per l'aiuto.",Tecnico,Bassa
1550,Task: verificare perché il software di tesoreria non quadra con i pagamenti POS,potete darmi indicazioni su come verificare perché il software di tesoreria non quadra con i pagamenti pos? resto in attesa di una vostra risposta.,Amministrazione,Bassa
1551,Task: nuova stampante multifunzione,"Team, avrei una richiesta: mi serve mappare la nuova stampante multifunzione. Scrivo per segnalare quanto segue. impatta il flusso del team. non blocca il lavoro ma preferirei una verifica rapida.",Tecnico,Media
1552,Domanda: come stornare la fattura del cliente VIP dal gestionale?,"scusate il disturbo, vorrei sapere come stornare la fattura del cliente vip dal gestionale. in allegato trovate i dettagli.",Amministrazione,Bassa
1553,Necessità di login sull'applicativo,"Ciao, vorrei sapere come risolvere l'errore di login sull'applicativo. Potete farmi sapere le tempistiche?",Tecnico,Bassa
1554,CRITICO: serve trattativa bloccata dall'errore di sistema con massima urgenza,"Scusate il disturbo, la situazione è catastrofica, vi chiedo di chiuder la trattativa bloccata dall'errore di sistema immediatamente. Potete farmi sapere le tempistiche? il pagamento risulta bloccato.",Commerciale,Alta
1555,Info su come sbloccare l'utenza aziendale bloccata,"Per favore, apro questo ticket perché devo sbloccare l'utenza aziendale bloccata. Grazie per la vostra attenzione.",Tecnico,Bassa
1556,Supporto per la fatturazione automatica del nuovo software,Mi serve una mano per risolvere il problema con la fatturazione automatica del nuovo software. Vi invio questa mail per un aggiornamento.,Amministrazione,Alta
1557,Blocco operativo: autorizzare la nota spese del trasfertista,"Gentile supporto, la situazione è necessaria, vi chiedo di autorizzare la nota spese del trasfertista immediatamente. Scrivo per segnalare quanto segue. rischiamo di andare fuori tempo.",Amministrazione,Media
1558,Situazione seria: installare l'antivirus su tutti i PC,"Salve, siamo fermi. È seria poter installare l'antivirus su tutti i PC per continuare a lavorare. Spero di ricevere presto notizie da voi.",Tecnico,Alta
1559,Supporto per calcolare le provvigioni di fine mese,"Ciao, vi scrivo per chiedere di calcolare le provvigioni di fine mese. Resto a disposizione per ulteriori informazioni.",Commerciale,Bassa
1560,Task: allineare il budget IT con le fatture dei fornitori cloud,"Salve, avrei una richiesta: mi serve allineare il budget IT con le fatture dei fornitori cloud. Scrivo per segnalare quanto segue.",Amministrazione,Media
1561,Necessità di verificare i log di errore del sistema,"Buongiorno, è necessario verificare i log di errore del sistema. Spero si possa risolvere in fretta.",Tecnico,Bassa
1562,Situazione critica: nuova unità di rete,"Scusate il disturbo, è un blocco totale, serve mappare la nuova unità di rete immediatamente. Per qualsiasi domanda, non esitate a contattarmi.",Tecnico,Alta
1563,Blocco operativo: disdire l'abbonamento come richiesto dal cliente chiave,"Gentile supporto, situazione critica: dobbiamo disdire l'abbonamento come richiesto dal cliente chiave subito. Grazie in anticipo per l'aiuto. serve un riscontro in giornata. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Commerciale,Alta
1564,Blocco operativo: sincronizzazione tra il CRM e il database contabile,"Scusate il disturbo, è assolutamente fondamentale risolvere l'errore di sincronizzazione tra il CRM e il database contabile il prima possibile. Vi prego di darci priorità se possibile. ci crea ritardo operativo.",Tecnico,Media
1565,Emergenza: cartuccia della stampante il prima possibile,"È un blocco totale, serve sostituire la cartuccia della stampante immediatamente. Attendo un vostro riscontro.",Tecnico,Media
1566,URGENTE: scheda di rete guasta alla postazione 3,è assolutamente improrogabile sostituire la scheda di rete guasta alla postazione 3 il prima possibile. in allegato trovate i dettagli. la produzione e' ferma.,Tecnico,Alta
1567,CRITICO: firmare il contratto con il nuovo partner commerciale??,"Salve, è un blocco totale, serve firmare il contratto con il nuovo partner commerciale immediatamente. Attendo un vostro riscontro. impatta il flusso del team.",Commerciale,Media
1568,URGENTE: verificare se la fattura insoluta blocca l'ordine del cliente VIP,"Team, è un'emergenza, dobbiamo verificare se la fattura insoluta blocca l'ordine del cliente VIP ora. Grazie in anticipo per l'aiuto.",Commerciale,Alta
1569,Problema rilevante: riparare il PC dell'ufficio pagamenti che non si avvia,"è un'emergenza, dobbiamo riparare il pc dell'ufficio pagamenti che non si avvia ora. vi invio questa mail per un aggiornamento. va gestito appena possibile.",Tecnico,Media
1570,Problema grave: server di posta che non invia le offerte commerciali,"è un blocco totale, serve sbloccare il server di posta che non invia le offerte commerciali immediatamente. vi invio questa mail per un aggiornamento. serve entro oggi.",Tecnico,Alta
1571,CRITICO: connessione al server di posta,"Per favore, il cliente si lamenta, è importante riuscire a ripristinare la connessione al server di posta entro oggi. Resto in attesa di una vostra risposta. rischiamo di andare fuori tempo.",Tecnico,Media
1572,CRITICO: serve piano dei conti con massima urgenza,"Gentile supporto, vi prego di aggiornare il piano dei conti immediatamente, la situazione è importante. Grazie in anticipo per l'aiuto.",Amministrazione,Media
1573,Blocco operativo: sincronizzazione del calendario,"Scusate il disturbo, ticket escalato: serve risolvere il problema di sincronizzazione del calendario con massima urgenza. È una questione necessaria. Scrivo per segnalare quanto segue.",Tecnico,Media
1574,Richiesta: preventivo aggiornato,Come posso procedere per inviare il preventivo aggiornato? Spero di ricevere presto notizie da voi.,Commerciale,Bassa
1575,Assistenza per sincronizzazione del calendario,"Ciao a tutti, ci sarebbe da rioslvere il problema di sincronizzazione del calendario per favore. In allegato trovate i dettagli.",Tecnico,Bassa
1576,NECESSITÀ DI DISDIRE L'ABBONAMENTO COME RICHIESTO DAL CLIENTE CHIAVE,"Gentile supporto, come posso procedere per disdire l'abbonamento come richiesto dal cliente chiave? Grazie in anticipo per l'aiuto. rischiamo di andare fuori tempo.",Commerciale,Media
1577,Emergenza: piano dei conti il prima possibile,"Ciao, la situazione è importante, vi chiedo di aggiornare il piano dei conti immediatamente. Resto a disposizione per ulteriori informazioni. rischiamo di andare fuori tempo.",Amministrazione,Media
1578,Situazione significativa: stampante per il contratto del cliente,"Team, è un blocco totale, serve sbloccare la stampante per il contratto del cliente immediatamente. Resto in attesa di una vostra risposta.",Tecnico,Media
1579,Domanda: come modello F24 al commercialista?,"CIAO, HO BISOGNO DI SUPPORTO PER INVIARE IL MODELLO F24 AL COMMERCIALISTA. VI PREGO DI DARCI PRIORITÀ SE POSSIBILE.",Amministrazione,Media
1580,Allarme: scadenza del pagamento del cliente,"Ciao a tutti, è un blocco totale, serve verificare la scadenza del pagamento del cliente immediatamente. Grazei per il vostro supporto continuo. serve un riscontro in giornata.",Amministrazione,Media
1581,URGENTE: listino prezzi per il Q4,"Buonasera, è un blocco totale, serve aggiornare il listino prezzi per il Q4 immediatamente. Scrivo per segnalare quanto segue.",Commerciale,Alta
1582,Supporto per liquidare i rimborsi arretrati,"Scusate il disturbo, apro questo ticket perché devo liquidare i rimborsi arretrati. Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Bassa
1583,Richiesta: generare il report IVA trimestrale,Avrei una richiesta: mi serve generare il report IVA trimestrale. Grazie in anticipo per l'aiuto.,Amministrazione,Bassa
1584,Richiesta: firmare il contratto con il nuovo partner commerciale,"Scusate il disturbo, mi serve una mano per firmare il contratto con il nuovo partner commerciale. Grazie per il vostro supporto continuo.",Commerciale,Bassa
1585,Richiesta: chiedere l'emissione urgente della fattura proforma per il lead,"Ciao, apro questo ticket perché devo chiedere l'emissione urgente della fattura proforma per il lead. Grazie per la vostra attenzione.",Commerciale,Alta
1586,emergenza: inserire il nuovo contatto nel crm il prima possibile,"Team, siamo fermi. È critica poter inserire il nuovo contatto nel CRM per continuare a lavorare. Vi invio questa mail per un aggiornamento.",Commerciale,Alta
1587,Richiesta: licenza del software di gestione clienti,"Per favore, è necessario rinnovare la licenza del software di gestione clienti. Attendo un vostro riscontro.",Commerciale,Bassa
1588,Info su come disco rigido guasto alla postazione 1,"Buonasera, mi serve una mano per sostituire il disco rigido guasto alla postazione 1. Potete farmi sapere le tempistiche? non e' critico, e' solo per evitare ritardi piu' avanti.",Tecnico,Bassa
1589,Task: sincronizzazione tra il CRM e il database contabile,"Buonasera, ho bisogno di supporto per risolvere l'errore di sincronizzazione tra il CRM e il database contabile. Vi invio questa mail per un aggiornamento.",Tecnico,Alta
1590,Blocco operativo: inserire il nuovo lea dqualificato nel CRM,"Ciao, la situazione è seria, vi chiedo di inserire il nuovo lead qualificato nel CRM immediatamente. Vi invio questa mail per un aggiornamento. va gestito appena possibile.",Commerciale,Alta
1591,Necessità di accesso alla cartella condivisa dei contratti,"Per favore, è necessario ripristinare l'accesso alla cartella condivisa dei contratti. Resto a disposizione per ulteriori informazioni.",Tecnico,Bassa
1592,CRITICO: quadratura contabile del mese,"Ciao, la situazione è grave, vi chiedo di verificare la quadratura contabile del mese immediatamente. Resto a disposizione per ulteriori informazioni. la produzione e' ferma.",Amministrazione,Alta
1593,Task: sistemare il sistema di vendita che ha calcolato l'IVA in modo errato,"Ciao a tutti, mi serve una mano per sistemare il sistema di vendita che ha calcolato l'IVA in modo errato. Resto in attesa di una vostra risposta.",Amministrazione,Alta
1594,Assistenza per riconciliare le fatture generate dalla piattaforma e-commerce,"Buongiorno, avrei una richiesta: mi serve riconciliare le fatture generate dalla piattaforma e-commerce. Vi auguro una buona giornata. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Amministrazione,Bassa
1595,Blocco totale: quadratura contabile del mese,"Team, siamo fermi. È catastrofica poter verificare la quadratura contabile del mese per continuare a lavorare. Attendo un vostro riscontro.",Amministrazione,Alta
1596,Situazione rilevante: liquidare le fatture in sospeso,"Scusate il disturbo, la situazione è rilevante, vi chiedo di liquidare le fatture in sospeso immediatamente. Vi invio questa mail per un aggiornamento. va gestito appena possibile. !!",Amministrazione,Media
1597,URGENTE: stornare la fattura del cliente VIP dal gestionale,"Team, ticket escalato: serve stornare la fattura del cliente VIP dal gestionale con massima urgenza. È una questione disastrosa. Vi auguro una buona giornata. il reparto e' bloccato.",Amministrazione,Alta
1598,Situazione essenziale: sistemare la stampante dell'amministrazione che inceppa i moduli F24,"CIAO A TUTTI, SITUAZIONE CRITICA: DOBBIAMO SISTEMARE LA STAMPANTE DELL'AMMINISTRAZIONE CHE INCEPPA I MODULI F24 SUBITO. SPERO SI POSSA RISOLVERE IN FRETTA. SERVE UN RISCONTRO IN GIORNATA.",Tecnico,Alta
1599,Problema fondamentale: licenza del software di analisi dei dati commerciali,"Salve, siamo fermi. È fondamentale poter rinnovare la licenza del software di analisi dei dati commerciali per continuare a lavorare. Vi prego di darci priorità se possibile. sta rallentando il lavoro.",Commerciale,Media
1600,CRITICO: inserire il nuovo contatto nel CRM,"Buongiorno, è un blocco totale, serve inserire il nuovo contatto nel CRM immediatamente. Resto in attesa di una vostra risposta. ci crea ritardo operativo.",Commerciale,Media
1601,Richiesta: fattura del cliente,"Ciao a tutti, mi serve una mano per registrare la fattura del cliente. Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Bassa
1602,Richiesta: scheda di rete guasta alla postazione 3,"Per favore, vi contatto per sostituire la scheda di rete guasta alla postazione 3. Spero si possa risolvere in fretta.",Tecnico,Bassa
1603,Assistenza per toner della stampante,"Buonasera, avrei una richiesta: mi serve sostituire il toner della stampante. Grazie per la vostra attenzione. va gestito appena possibile.",Tecnico,Media
1604,Situazione rilevante: centro di costo assegnato al nuovo server,Siamo fermi. È rilevante poter verificare il centro di costo assegnato al nuovo server per continuare a lavorare. Vi ringrazio per la collaborazione. sta rallentando il lavoro.,Amministrazione,Media
1605,Emergenza: ritenuta d'acconto il prima possibile,"Team, vi prego di calcolare la ritenuta d'acconto immediatamente, la situazione è essenziale. Per qualsiasi domanda, non esitate a contattarmi. ci crea ritardo operativo.",Amministrazione,Media
1606,CRITICO: SERVE CALCOLARE LE PROVVIGIONI DI FINE ANNO PER IL TOP SELLER CON MASSIMA URGENZA,"Buonasera, è un'emergenza, dobbiamo calcolare le provvigioni di fine anno per il top seller ora. Resto a disposizione per ulteriori informazioni. va gestito appena possibile.??",Commerciale,Media
1607,richiesta: scadenza del durc,Vi contatto per verificare la scadenza del DURC. Spero si possa risolvere in fretta.,Amministrazione,Bassa
